,name,percent,category,produce,supply,img_url,580
120,필 25,25.0%,전통 소주 증류식,술아원,한국술유통,https://cdn.veluga.kr/files/supplier/temporary/drinks/65.%E1%84%92%E1%85%A1%E1%86%AB%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AF%E1%84%8B%E1%85%B2%E1%84%90%E1%85%A9%E1%86%BC_%E1%84%91%E1%85%B5%E1%86%AF_25.png,
121,여주명주 려40,40.0%,전통 소주 증류식,국순당 여주명주,한국술유통,https://cdn.veluga.kr/files/supplier/temporary/drinks/12.%E1%84%92%E1%85%A1%E1%86%AB%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AF%E1%84%8B%E1%85%B2%E1%84%90%E1%85%A9%E1%86%BC_%E1%84%8B%E1%85%A7%E1%84%8C%E1%85%AE%E1%84%86%E1%85%A7%E1%86%BC%E1%84%8C%E1%85%AE_%E1%84%85%E1%85%A740.png,
122,여주명주 려25,25.0%,전통 소주 증류식,국순당 여주명주,한국술유통,https://cdn.veluga.kr/files/supplier/temporary/drinks/11.%E1%84%92%E1%85%A1%E1%86%AB%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AF%E1%84%8B%E1%85%B2%E1%84%90%E1%85%A9%E1%86%BC_%E1%84%8B%E1%85%A7%E1%84%8C%E1%85%AE%E1%84%86%E1%85%A7%E1%86%BC%E1%84%8C%E1%85%AE_%E1%84%85%E1%85%A725.png,
123,원 소주,22.0%,전통 소주 증류식,원스피리츠 주식회사 농업회사법인,원스피리츠 주식회사,https://cdn.veluga.kr/files/supplier/undefined/drinks/%E1%84%8B%E1%85%AF%E1%86%AB%20%E1%84%89%E1%85%A9%E1%84%8C%E1%85%AE(won%20soju)%20-%20%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%89%E1%85%B3%E1%84%91%E1%85%B5%E1%84%85%E1%85%B5%E1%84%8E%E1%85%B3(won%20spirits).png,
0,프렌치 린넨 사이더,4.7%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/25305_Main_-_French_Linen_Cider.png,
1,애플 상그리아,6.3%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/25290_Main_-_Apple_Sangria.png,
2,메이록 배 사이더,4.0%,과실주 사이더,커스텀 드링크스,비더블유아이코리아,https://cdn.veluga.kr/files/supplier/13/drinks/24556_Main_-_MAELOC_PEAR_CIDER.png,
3,메이록 블랙베리 사이더,4.0%,과실주 사이더,커스텀 드링크스,비더블유아이코리아,https://cdn.veluga.kr/files/supplier/13/drinks/24635_Maeloc-blackberry.png,
4,메이록 딸기 사이더,4.0%,과실주 사이더,커스텀 드링크스,비더블유아이코리아,https://cdn.veluga.kr/files/supplier/13/drinks/24554_Main_-_MAELOC_STRAWBERRY_CIDER.png,
5,보해 복분자주,15.0%,과실주,보해양조(주),보해양조(주),https://cdn.veluga.kr/drinks/21474/main/6ad9016b85ee47a98ed8c83cf7bb97c9_28-%E1%84%87%E1%85%A9%E1%84%92%E1%85%A2-%E1%84%87%E1%85%A9%E1%86%A8%E1%84%87%E1%85%AE%E1%86%AB%E1%84%8C%E1%85%A1.png,
6,앨스카 패션프루트 앤 애플,4.0%,과실주 사이더,아스톤 마너 사이더,케이즈비어(K'S Beer),https://cdn.veluga.kr/files/supplier/101/drinks/23543_Main_-__12.png,
7,순하리 레몬진,7.0%,과실주 사이더,롯데칠성음료,롯데칠성음료 국내부문,https://cdn.veluga.kr/drinks/0/main/6862afe943b2430b8afe61f99a0656ec_%E1%84%85%E1%85%A6%E1%84%86%E1%85%A9%E1%86%AB%E1%84%8C%E1%85%B5%E1%86%AB.png,
8,설중매,14.0%,과실주 사이더,롯데칠성음료,롯데칠성음료 국내부문,https://cdn.veluga.kr/drinks/0/main/557a2e1c143644988988cdfeb57ba46a_lyPopProd_alcohol05List01.png,
9,순하리 레몬진 스트롱,7.0%,과실주 사이더,롯데칠성음료,롯데칠성음료 국내부문,https://cdn.veluga.kr/drinks/0/main/3a95d67669994c0e84dd026e759eceae_%E1%84%89%E1%85%AE%E1%86%AB%E1%84%92%E1%85%A1%E1%84%85%E1%85%B5_%E1%84%85%E1%85%A6%E1%84%86%E1%85%A9%E1%86%AB%E1%84%8C%E1%85%B5%E1%86%AB.png,
10,치키피치,4.6%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/19583_dancing_papa.png,
11,허니문배,4.9%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/%ED%97%88%EB%8B%88%EB%AC%B8%EB%B0%B0_%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%BA%A1-%EB%B3%80%EA%B2%BD.png,
12,메이록 스파클링 유기농 사이더,4.1%,과실주 사이더,커스텀 드링크스,비더블유아이코리아,https://cdn.veluga.kr/files/supplier/13/drinks/15920_main---maeloc-sparkling-organic-cider_optimized.png,
13,메이록 둘세 에코,4.1%,과실주 사이더,커스텀 드링크스,비더블유아이코리아,https://cdn.veluga.kr/files/supplier/13/drinks/15913_main---maeloc-organic-sweet-cider_optimized.png,
14,메이록 드라이 사이더,4.5%,과실주 사이더,커스텀 드링크스,비더블유아이코리아,https://cdn.veluga.kr/files/supplier/13/drinks/15914_main---maeloc-dry-cider_optimized.png,
15,카롤리나 상그리아 오렌지,5.5%,과실주,몬테 라 레이나,주식회사 마이비어,https://cdn.veluga.kr/files/supplier/99/drinks/24895_Main_-_CAROLINA_SANGRIA.png,
16,에이스 베리 로제 사이더,5.0%,과실주,캘리포니아 사이더 컴퍼니,원 월드비어코리아,https://cdn.veluga.kr/files/supplier/67/drinks/11798_ACE_Berry_Rose_Cider.png,
17,신애유자,5.0%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/9566_Shinae_Yuja.png,
18,금과명주,40.0%,과실주,한국애플리즈,부국상사,https://cdn.veluga.kr/files/supplier/42/drinks/3803_%EA%B8%88%EA%B3%BC%EB%AA%85%EC%A3%BC.png,
19,빙탄복,7.0%,과실주,배상면주가,부국상사,https://cdn.veluga.kr/files/supplier/42/drinks/3809_%EB%B9%99%ED%83%84%EB%B3%B5.png,
20,스토포드 프레스 애플 저알콜 사이더,0.5%,과실주 사이더,웨스톤즈 사이더,원 월드비어코리아,https://cdn.veluga.kr/files/supplier/67/drinks/3194_Stowford_Press_Apple_Low_Alcohol_Cider.png,
21,스토포드프레스 믹스드베리 사이더,4.0%,과실주 사이더,웨스톤즈 사이더,원 월드비어코리아,https://cdn.veluga.kr/files/supplier/67/drinks/3189_Stowford_Press_Mixed_Berries_Cider.png,
22,루드베리,4.5%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/19978_Main_-_Rude_Berry.png,
23,셰피즈 사이더 라즈베리,4.0%,과실주 사이더,셰피스 사이더,비더블유아이코리아,https://assets.business.veluga.kr/media/public/Sheppys_Cider_Raspberry.png,
24,셰피즈 사이더 200주년 스페셜 에디션,5.0%,과실주 사이더,셰피스 사이더,비더블유아이코리아,https://assets.business.veluga.kr/media/public/Sheppys_200_Special_Edition_Cider.png,
25,셰피즈 빈티지 리저브,7.4%,과실주 사이더,셰피스 사이더,비더블유아이코리아,https://assets.business.veluga.kr/media/public/Sheppys_2019_Vintage_Reserve_Cider.png,
26,우메슈,8.5%,과실주,키요스자쿠라,주식회사 모노드림,https://assets.business.veluga.kr/media/public/39._%E1%84%8B%E1%85%AE%E1%84%86%E1%85%A6%E1%84%89%E1%85%B2.png,
27,정분나다,16.0%,과실주,내장산 복분자 영농조합,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%AE%E1%86%AB%E1%84%82%E1%85%A1%E1%84%83%E1%85%A1_1.png,
28,와쥬 블루,6.7%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/%EC%99%80%EC%A5%AC%EB%B8%94%EB%A3%A8_%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%BA%A1%EB%B3%80%EA%B2%BD.png,
29,버니니 스프리처 스트로베리,5.2%,과실주,인더스트리얼 자라치나,인덜지 (주),https://assets.business.veluga.kr/media/public/2._%E1%84%87%E1%85%A5%E1%84%82%E1%85%B5%E1%84%82%E1%85%B5_%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8E%E1%85%A5_%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%85%E1%85%A9%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5_1.png,
30,버니니 스프리처 레몬,5.2%,과실주,인더스트리얼 자라치나,인덜지 (주),https://assets.business.veluga.kr/media/public/1._%E1%84%87%E1%85%A5%E1%84%82%E1%85%B5%E1%84%82%E1%85%B5_%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8E%E1%85%A5_%E1%84%85%E1%85%A6%E1%84%86%E1%85%A9%E1%86%AB_1.png,
31,스토포드 프레스 애플 사이더,4.5%,과실주 사이더,웨스톤즈 사이더,원 월드비어코리아,https://assets.business.veluga.kr/media/public/6._%E1%84%89%E1%85%B3%E1%84%90%E1%85%A9%E1%84%91%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%91%E1%85%B3%E1%84%85%E1%85%A6%E1%84%89%E1%85%B3_%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B3%E1%86%AF_%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%A5_1.png,
32,블러드 오렌지 스파클링 사이더,4.2%,과실주 사이더,시애틀 사이더 컴퍼니,원 월드비어코리아,https://assets.business.veluga.kr/media/public/5._%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A9%E1%84%85%E1%85%A6%E1%86%AB%E1%84%8C%E1%85%B5_%E1%84%89%E1%85%B3%E1%84%91%E1%85%A1%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%B5%E1%86%BC_%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%A5_1.png,
33,마이어 레몬 스파클링 사이더,4.2%,과실주 사이더,시애틀 사이더 컴퍼니,원 월드비어코리아,https://assets.business.veluga.kr/media/public/4._%E1%84%86%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A5_%E1%84%85%E1%85%A6%E1%84%86%E1%85%A9%E1%86%AB_%E1%84%89%E1%85%B3%E1%84%91%E1%85%A1%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%B5%E1%86%BC_%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%A5_1.png,
34,에이스 구아바 사이더,5.0%,과실주 사이더,캘리포니아 사이더 컴퍼니,원 월드비어코리아,https://cdn.veluga.kr/files/supplier/67/drinks/19815_Main_-_Ace_Guava_Cider.png,
35,에이스 펌킨 사이더,5.0%,과실주 사이더,캘리포니아 사이더 컴퍼니,원 월드비어코리아,https://assets.business.veluga.kr/media/public/12._%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%89%E1%85%B3_%E1%84%91%E1%85%A5%E1%86%B7%E1%84%8F%E1%85%B5%E1%86%AB_%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%A5_1.png,
36,쎄시 시드르 바이오,4.0%,과실주 사이더,샤또 드 쎄시,주식회사 테이스트버드,https://assets.business.veluga.kr/media/public/SASSY_Cidre_Bio.png,
37,쎄시 시드르 스몰배치,5.0%,과실주 사이더,샤또 드 쎄시,주식회사 테이스트버드,https://assets.business.veluga.kr/media/public/SASSY_Cidre_Small_Batch.png,
38,피즈 블루베리,4.0%,과실주 사이더,체수 알루스,케이앤알리커,https://assets.business.veluga.kr/media/public/Cesu_Alus_Fizz_Blueberry.png,
39,피즈 스트로베리,4.0%,과실주 사이더,체수 알루스,케이앤알리커,https://assets.business.veluga.kr/media/public/Cesu_Alus_Fizz_Strawberry.png,
40,피즈 페어,4.5%,과실주 사이더,체수 알루스,케이앤알리커,https://assets.business.veluga.kr/media/public/Cesu_Alus_FIZZ_Pear.png,
41,피즈 애플,4.5%,과실주 사이더,체수 알루스,케이앤알리커,https://assets.business.veluga.kr/media/public/Cesu_Alus_FIZZ_Apple.png,
42,쵸야 우메슈,15.0%,과실주,쵸야,(주) 태산주류,https://assets.business.veluga.kr/media/public/%E1%84%8C%E1%85%A9%E1%84%8B%E1%85%A3_%E1%84%8C%E1%85%A9%E1%84%8B%E1%85%A3%E1%84%86%E1%85%A2%E1%84%89%E1%85%B5%E1%86%AF%E1%84%8C%E1%85%AE_430.png,
43,애플 폭스,4.5%,과실주 사이더,하이네켄 말레이시아 버헤드,하이네켄코리아 주식회사,https://assets.business.veluga.kr/media/public/Heineken_Apple_Fox.png,
44,오미로제 연,8.0%,과실주,농업회사법인 (주)제이엘,농업회사법인 주식회사 제이엘 (OmyNara),https://assets.business.veluga.kr/media/public/%EC%98%A4%EB%AF%B8%EB%A1%9C%EC%A0%9C_%EC%97%B0.png,
45,쎄시 시드르 쁘와레,2.5%,과실주 사이더,샤또 드 쎄시,주식회사 테이스트버드,https://assets.business.veluga.kr/media/public/SASSY_Cidre_Poir%C3%A9.png,
46,쎄시 시드르 로제,3.0%,과실주 사이더,샤또 드 쎄시,주식회사 테이스트버드,https://assets.business.veluga.kr/media/public/SASSY_Cidre_Ros%C3%A9.png,
47,쎄시 시드르,5.2%,과실주 사이더,샤또 드 쎄시,주식회사 테이스트버드,https://assets.business.veluga.kr/media/public/SASSY_Cidre.png,
48,애플,5.5%,과실주 사이더,포틀랜드 사이더 컴퍼니,원 월드비어코리아,https://assets.business.veluga.kr/media/public/Portland_Cider_Apple.png,
49,상그리아,5.5%,과실주 사이더,포틀랜드 사이더 컴퍼니,원 월드비어코리아,https://assets.business.veluga.kr/media/public/Portland_Cider_Sangria.png,
50,파인애플 로제,5.2%,과실주 사이더,포틀랜드 사이더 컴퍼니,원 월드비어코리아,https://assets.business.veluga.kr/media/public/Portland_Cider_PINEAPPLE_ROSe.png,
51,K 하드 애플 사이더,8.0%,과실주 사이더,매그너스 아이리시 사이더,주식회사 빅샷임포츠,https://assets.business.veluga.kr/media/public/Magners_K_cider.png,
52,샤토마니 누보,13.0%,과실주,농업회사법인 와인코리아(주),부국상사,https://assets.business.veluga.kr/media/public/%EC%83%A4%ED%86%A0%EB%A7%88%EB%8B%88_%EB%88%84%EB%B3%B4.png,
53,샤토마니 스위트 레드,12.0%,과실주,농업회사법인 와인코리아(주),부국상사,https://assets.business.veluga.kr/media/public/%EC%83%A4%ED%86%A0%EB%A7%88%EB%8B%88_%EC%8A%A4%EC%9C%84%ED%8A%B8_%EB%A0%88%EB%93%9C_P8kEp0g.png,
54,샤토마니 드라이 화이트,13.0%,과실주,농업회사법인 와인코리아(주),부국상사,https://assets.business.veluga.kr/media/public/%EC%83%A4%ED%86%A0%EB%A7%88%EB%8B%88_%EB%93%9C%EB%9D%BC%EC%9D%B4_%ED%99%94%EC%9D%B4%ED%8A%B8.png,
55,초선의 꿈 로제,12.0%,과실주,여포와인농장,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8E%E1%85%A9%E1%84%89%E1%85%A5%E1%86%AB%E1%84%8B%E1%85%B4_%E1%84%81%E1%85%AE%E1%86%B7_%E1%84%85%E1%85%A9%E1%84%8C%E1%85%A6.png,
56,여포의 꿈 레드 스위트,12.0%,과실주,여포와인농장,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%A7%E1%84%91%E1%85%A9%E1%84%8B%E1%85%B4_%E1%84%81%E1%85%AE%E1%86%B7_%E1%84%85%E1%85%A6%E1%84%83%E1%85%B3_Sweet.png,
57,여포의 꿈 레드 드라이,12.0%,과실주,여포와인농장,부국상사,https://assets.business.veluga.kr/media/public/%EC%97%AC%ED%8F%AC%EC%9D%98_%EA%BF%88_%EB%A0%88%EB%93%9C_Dry.png,
58,갈기산 로제,12.0%,과실주,농업회사법인 갈기산포도농원,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%80%E1%85%A1%E1%86%AF%E1%84%80%E1%85%B5%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%91%E1%85%A9%E1%84%83%E1%85%A9%E1%84%82%E1%85%A9%E1%86%BC%E1%84%8B%E1%85%AF%E1%86%AB_%E1%84%80%E1%85%A1%E1%86%AF%E1%84%80%E1%85%B5%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%85%E1%85%A9%E1%84%8C%E1%85%A6.png,
59,갈기산 화이트,12.0%,과실주,농업회사법인 갈기산포도농원,부국상사,https://assets.business.veluga.kr/media/public/%EA%B0%88%EA%B8%B0%EC%82%B0_%ED%8F%AC%EB%8F%84%EB%86%8D%EC%9B%90_%EA%B0%88%EA%B8%B0%EC%82%B0_%ED%99%94%EC%9D%B4%ED%8A%B8.png,
60,시나브로 화이트,12.0%,과실주,시나브로와이너리,부국상사,https://assets.business.veluga.kr/media/public/%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%EC%99%80%EC%9D%B4%EB%84%88%EB%A6%AC_%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C_%ED%99%94%EC%9D%B4%ED%8A%B8.png,
61,시나브로 레드 스위트,12.0%,과실주,시나브로와이너리,부국상사,https://assets.business.veluga.kr/media/public/%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%EC%99%80%EC%9D%B4%EB%84%88%EB%A6%AC_%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C_%EB%A0%88%EB%93%9C_%EC%8A%A4%EC%9C%84%ED%8A%B8.png,
62,시나브로 레드 드라이,12.0%,과실주,시나브로와이너리,부국상사,https://assets.business.veluga.kr/media/public/%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%EC%99%80%EC%9D%B4%EB%84%88%EB%A6%AC_%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C_%EB%A0%88%EB%93%9C_%EB%93%9C%EB%9D%BC%EC%9D%B4.png,
63,그랑꼬또 M5610,10.0%,과실주,그랑꼬또,부국상사,https://assets.business.veluga.kr/media/public/%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90_M5610.png,
64,그랑꼬또 청수 화이트와인,12.0%,과실주,그랑꼬또,부국상사,https://assets.business.veluga.kr/media/public/%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90_%ED%99%94%EC%9D%B4%ED%8A%B8_%EC%B2%AD%EC%88%98_%EC%99%80%EC%9D%B8.png,
65,그랑꼬또 레드,12.0%,과실주,그랑꼬또,부국상사,https://assets.business.veluga.kr/media/public/%EA%B7%B8%EB%9E%91%EA%BC%AC%EB%98%90_%EB%A0%88%EB%93%9C_%EC%99%80%EC%9D%B8.png,
66,고도리 복숭아 와인,6.5%,과실주,고도리와이너리,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%80%E1%85%A9%E1%84%83%E1%85%A9%E1%84%85%E1%85%B5_%E1%84%87%E1%85%A9%E1%86%A8%E1%84%89%E1%85%AE%E1%86%BC%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB_hO7dpLV.png,
67,오미로제 결,12.0%,과실주,농업회사법인 (주)제이엘,농업회사법인 주식회사 제이엘 (OmyNara),https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%A9%E1%84%86%E1%85%B5%E1%84%85%E1%85%A9%E1%84%8C%E1%85%A6_%E1%84%80%E1%85%A7%E1%86%AF_%E1%84%89%E1%85%B3%E1%84%91%E1%85%A1%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%B5%E1%86%BC_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB.png,
68,그랑꼬또 화이트 와인,12.0%,과실주,그랑꼬또,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%80%E1%85%B3%E1%84%85%E1%85%A1%E1%86%BC%E1%84%81%E1%85%A9%E1%84%84%E1%85%A9_%E1%84%92%E1%85%AA%E1%84%8B%E1%85%B5%E1%84%90%E1%85%B3_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB.png,
69,그랑 티그르 M1988,12.0%,과실주,월류원,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%80%E1%85%B3%E1%84%85%E1%85%A1%E1%86%BC_%E1%84%90%E1%85%B5%E1%84%80%E1%85%B3%E1%84%85%E1%85%B3_M1988.png,
70,크라테 스위트,12.0%,과실주,수도산 와이너리,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8F%E1%85%B3%E1%84%85%E1%85%A1%E1%84%90%E1%85%A6_%E1%84%89%E1%85%B3%E1%84%8B%E1%85%B1%E1%84%90%E1%85%B3.png,
71,너브내 화이트,13.0%,과실주,샤또 나드리,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%82%E1%85%A5%E1%84%87%E1%85%B3%E1%84%82%E1%85%A2_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB.png,
72,씨엘 WE 와이너리 레드,12.0%,과실주,WE와이너리,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8A%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF_WE_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%84%82%E1%85%A5%E1%84%85%E1%85%B5_%E1%84%85%E1%85%A6%E1%84%83%E1%85%B3.png,
73,씨엘 우아미 와이너리 레드,12.0%,과실주,우아미 와이너리,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8A%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF_%E1%84%8B%E1%85%AE%E1%84%8B%E1%85%A1%E1%84%86%E1%85%B5_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%84%82%E1%85%A5%E1%84%85%E1%85%B5_%E1%84%85%E1%85%A6%E1%84%83%E1%85%B3.png,
74,오놀로그 로제 와인,12.5%,과실주,농업회사법인 (주)오노피아,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%A9%E1%84%82%E1%85%A9%E1%86%AF%E1%84%85%E1%85%A9%E1%84%80%E1%85%B3_%E1%84%85%E1%85%A9%E1%84%8C%E1%85%A6_%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB.png,
75,다래와인 7004S,8.0%,과실주,영농조합법인 오름주가,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%83%E1%85%A1%E1%84%85%E1%85%A2%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB_7004S.png,
76,술 예쁘다,13.0%,과실주,(주)좋은술,부국상사,https://assets.business.veluga.kr/media/public/%EC%A2%8B%EC%9D%80%EC%88%A0_%EC%88%A0%EC%98%88%EC%81%98%EB%8B%A4.png,
77,술 그리다,10.0%,과실주,(주)좋은술,부국상사,https://assets.business.veluga.kr/media/public/%EC%A2%8B%EC%9D%80%EC%88%A0_%EC%88%A0%EA%B7%B8%EB%A6%AC%EB%8B%A4.png,
78,블루베리이야기,12.0%,과실주,농업회사법인 산들벗(주),부국상사,https://assets.business.veluga.kr/media/public/%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%AE%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A3%E1%84%80%E1%85%B5.png,
79,머루이야기,12.0%,과실주,농업회사법인 산들벗(주),부국상사,https://assets.business.veluga.kr/media/public/%E1%84%86%E1%85%A5%E1%84%85%E1%85%AE%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A3%E1%84%80%E1%85%B5.png,
80,요새 로제,6.4%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/25301_Main_-_Yose_Rose.png,
81,댄싱 파파,6.0%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/2879_Dancing_Papa.png,
82,스윗 마마,5.2%,과실주 사이더,댄싱사이더 컴퍼니,댄싱사이더 컴퍼니,https://cdn.veluga.kr/files/supplier/46/drinks/2880_Sweet_Mama.png,
83,내장산 복분자,16.0%,과실주,내장산 복분자 영농조합,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%82%E1%85%A2%E1%84%8C%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%87%E1%85%A9%E1%86%A8%E1%84%87%E1%85%AE%E1%86%AB%E1%84%8C%E1%85%A1.png,
84,명가원 복분자,16.0%,과실주,명가원영농조합법인,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%86%E1%85%A7%E1%86%BC%E1%84%80%E1%85%A1%E1%84%8B%E1%85%AF%E1%86%AB_%E1%84%87%E1%85%A9%E1%86%A8%E1%84%87%E1%85%AE%E1%86%AB%E1%84%8C%E1%85%A1.png,
85,원매 20,20.0%,과실주,더한주류,더한주류,https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%86%E1%85%A2_20.png,
86,원매 15,15.0%,과실주,더한주류,더한주류,https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%86%E1%85%A2_15.png,
87,매실원주,13.0%,과실주,더한주류,더한주류,https://assets.business.veluga.kr/media/public/%E1%84%86%E1%85%A2%E1%84%89%E1%85%B5%E1%86%AF%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%8C%E1%85%AE.png,
88,장수 오미자주,17.0%,과실주,농업회사법인 (주)알에프,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8C%E1%85%A1%E1%86%BC%E1%84%89%E1%85%AE_%E1%84%8B%E1%85%A9%E1%84%86%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%8C%E1%85%AE.png,
89,황진이,13.0%,과실주,농업회사법인 (유)술소리,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%8B%E1%85%B5.png,
90,추사 애플 와인,12.0%,과실주,농업회사법인 예산사과와인(주),부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8E%E1%85%AE%E1%84%89%E1%85%A1_%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B3%E1%86%AF%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB_375.png,
91,에피소드 홉,3.5%,과실주,(주)애플리즈,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B5%E1%84%89%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%92%E1%85%A9%E1%86%B8.png,
92,에피소드 상그리아,3.5%,과실주,(주)애플리즈,부국상사,https://assets.business.veluga.kr/media/public/%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B5%E1%84%89%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%80%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_h3rxAy1.png,
